,commentText,commentClassification
196,`import { CURRENCY_SIGNS } from 'bizom-mui/lib/utils/characterCodes'` should be at line no. 9,add CODE_SUGGESTION end
197,"Can we use `spacing` instead of `extras.spacing.byStep`,  
Same goes for below `totalItems`",add CODE_SUGGESTION end
198,"can we do it like only, `offers.length > 0`  →instead of `(offers || []).length > 0 `",add CODE_SUGGESTION end
199,"`import { CURRENCY_SIGNS } from 'bizom-mui/lib/utils/characterCodes';` Please, keep this above",add CODE_SUGGESTION end
200,"Is it Ok to put it here. If possible, can we move it to any constants file.",add BUGGYCODE_SUGGESTION end
201,Keep this import with other material ui imports.,add CODE_SUGGESTION end
202,"Please use `spacing` instead of `extras.spacing.byStep`  
Same for below `chip` class css.",add CODE_SUGGESTION end
203,Can we please put into any constants file & use it.,add BUGGYCODE_SUGGESTION end
204,"Please map using,  
`filters` → '(`filters` || '[']')",add CODE_SUGGESTION end
205,"Please, put this on `import { CURRENCY_SIGNS } from 'bizom-mui/lib/utils/characterCodes';` → line no.9",add CODE_SUGGESTION end
206,If we don’t need this commented code → Please remove it.,add REFACTORING_SUGGESTION end
207,"`const [conditions, setConditions] = useState([]);`",add CODE_SUGGESTION end
208,`[ ...(new Set(joinedTables)) ]`,add CODE_SUGGESTION end
209,``key={`join-conditions-${index}`}``,add CODE_SUGGESTION end
210,"@{5f1ea4d770fb250022a6f5c1} Please check this logic

```
useEffect(() => {
  if (!join[JOIN_KEYS.JOIN_CONDITIONS]) return;

  const {joinConditions: condition } = join;
  
  if (!!condition[CONDITION_KEYS.CONDITION_MODELS]) {
    setConditions([condition]);
  } else {
    setConditions([
      {
        conditionType: COMPOUND_CONDITION_TYPE.AND_CONDITION,
        conditionModels: [condition],
      },
    ]);
  }
}, [join]);
```

‌",add BUGGYCODE_SUGGESTION end
211,"Why need another state '(i.e. `selectedWidget`') to store widget,

`const [fetchWidget, { data, loading: loadingWidget }] = useLazyQueryWidget(..`  
  
Is above `data` is not same as widget?",add CODE_SUGGESTION end
212,"To make it `ellipsis` and in 100% width we are adding class on Grid.

Is it not solving passing props as `display=""inline""` and `noWrap` in `Typography`",add CODE_SUGGESTION end
213,We are doing an expensive job keeping only a loading state all the way to `playground` component.,add BUGGYCODE_SUGGESTION end
214,"@{5f1ea4d770fb250022a6f5c1} I am still not convinced with this, still you can merge this.  
  
We discuss this later and find better solution.",add COMPLETENESS_SUGGESTION end
215,"This part is enough, you don’t need to put a ternary condition",add CODE_SUGGESTION end
216,@{5f1ea4d770fb250022a6f5c1} Decline this PR?,add QUESTIONING end
217,@{5f1ea4d770fb250022a6f5c1} why we are doing this ?,add QUESTIONING end
218,"It’s should adding it again, We have done changes other places while doing it.  
  
@{5f1ea4d770fb250022a6f5c1}  So, better we revert the previous PR",add BUGGYCODE_SUGGESTION end
219,"This is the main change right? Where the type is boolean, but we are not showing in string format?",add QUESTIONING end
220,"@{5f1ea4d770fb250022a6f5c1} , let’s not merge it for now. If we are releasing with these changes, then let’s merge it.",add LOGISTICS_SUGGESTION end
221,"Spelling of widget is wrong, did you test this?",add BUGGYCODE_SUGGESTION end
222,"These changes are yours?

‌",add QUESTIONING end
223,"Keep this enums inside `PaymentGateway/screens/Ngenius` ,because this is very specific Ngenius.",add CODE_SUGGESTION end
224,Try a non-mutating way of delete,add CODE_SUGGESTION end
225,"Why allParameters instead of allProjections?

‌",add QUESTIONING end
226,I would suggest to keep both instead,add LOGICAL_SUGGESTION end
227,"Get both instead

‌",add LOGICAL_SUGGESTION end
228,"I’m not really comfortable with this kind of change, where we are passing a whenThenIndex. Can we not figure out with the index, key and value itself?",add BUGGYCODE_SUGGESTION end
229,"This should be done in a separate PR, it’s not related to this PR",add LOGISTICS_SUGGESTION end
230,"Rename GroupBy'_OrderBy appropriately, and make the changes in a separate PR",add SPELLING_SUGGESTION end
231,Please name this properly,add SPELLING_SUGGESTION end
232,"@{5f1ea4d770fb250022a6f5c1} Can we avoid this unnecessary changes before committing?

This file has very few changes but there are so many diffs! why we remove semi-colons '(;')?",add CODE_SUGGESTION end
233,I mentioned this to be resolved. Still NOT DONE!,add COMPLETENESS_SUGGESTION end
234,@{5f1ea4d770fb250022a6f5c1} I am not sure what the bugs! Can you please mention the tickets in PR description?,add DOCUMENTATION_SUGGESTION end
235,Why are we doing this?,add QUESTIONING end
236,"Also the aliases should be driven from the projections right? Instead of dimensions? Please get clarity on this, during the standup",add QUESTIONING end
237,"Looks good to me, @{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} please check it on your side once",add COMPLETENESS_SUGGESTION end
238,Keep it as it was before '(right side of the ADD JOIN button'),add CODE_SUGGESTION end
239,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  If this PR is complete we have to do it before merge, Otherwise will not have track OR might forget.",add LOGISTICS_SUGGESTION end
240,"If not required, please remove.",add REFACTORING_SUGGESTION end
241,`No columns for selection`,add CODE_SUGGESTION end
242,Same import in line 19 & 20,add CODE_SUGGESTION end
243,Can we declare in line 175?,add QUESTIONING end
244,I didn’t understand this comment?,add QUESTIONING end
245,"Remove it, it may not be required. if there any feedback later we can plan for it. ",add REFACTORING_SUGGESTION end
246,"`RECURSIVE_LIST_PROJECTION_KEYS` → `RECURSIVE_CONCAT_LIST_PROJECTION_KEYS`  
@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  Can we do it like this for more clarity?",add CODE_SUGGESTION end
247,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  Have to add key=``{`recursive-concat-list-projections-${lIndex}`}``

‌",add CODE_SUGGESTION end
248,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  Have to add key=``{`recursive-projections-${recursiveKey}`}``,add CODE_SUGGESTION end
249,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Ok.  
If it is not being used in When-Then after all projections implementation. Please remove it.",add REFACTORING_SUGGESTION end
250,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Is there any case that keys from fieldsForType does not include, currentProjection field?  
If not, Please remove this if block.",add REFACTORING_SUGGESTION end
251,make it `Add Dimensions properties` & change key of icon,add CODE_SUGGESTION end
252,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Can’t we put ArrayUtils.js & validation.js both in main utils of pwa-app.  
Can be used globally.",add LOGICAL_SUGGESTION end
253,"Please change variable name.  
`columnsOfType` →  `allColumnsOfType`",add SPELLING_SUGGESTION end
254,I didn’t understand it?,add QUESTIONING end
255,Let’s cleanup this file if we don’t need,add REFACTORING_SUGGESTION end
256,"`onChange({ ...parentProjection, [parentKey]: filteredArray })`",add CODE_SUGGESTION end
257,"`handleNestedChanges({ ...currentProjection, [key]: added });`",add CODE_SUGGESTION end
258,"`onChange({ ...updated, [parentKey]: updatedArray });`",add CODE_SUGGESTION end
259,"`onChange({ ...updated, [parentKey]: updatedValue });`",add CODE_SUGGESTION end
260,Can we change the spelling of this?,add SPELLING_SUGGESTION end
261,"Better if we can make `widgetId` instead of `dashboardId` in this query.  
  
Need to do it backend first",add CODE_SUGGESTION end
262,Why is this secondary?,add QUESTIONING end
263,"You can do the mapping part, outside itself. Otherwise, for every projection, you are doing a map. ",add BUGGYCODE_SUGGESTION end
264,"@{5f1ea4d770fb250022a6f5c1} So can we not do this ?

```javascript
parameters.filter(
      p => p.type === ENUM_COLUMN_TYPES.DIMENSION
    ).map(a=>a.key)
```

‌",add CODE_SUGGESTION end
265,"@{5f1ea4d770fb250022a6f5c1} What is type of groupBy, orderBy? Even then, everytime, it’s secondary.",add QUESTIONING end
266,This sounds more like a command. Be gentle to the user,add LOGICAL_SUGGESTION end
267,you can do `includes`,add CODE_SUGGESTION end
268,"You’ve missed my point completely. The whole idea was to have it outside, so that you save unnecessary iterations. Please re-work on this",add BUGGYCODE_SUGGESTION end
269,We can put this in the constants file,add BUGGYCODE_SUGGESTION end
270,"I think we will have to handle the projection part in subqueries as well.

I will try it on my local later for this change",add BUGGYCODE_SUGGESTION end
271,"Panel Left will require projections, otherwise we cannot have nested projections, if any",add BUGGYCODE_SUGGESTION end
272,I believe even groupBy and orderBy will come into picture here,add BUGGYCODE_SUGGESTION end
273,Please check the implementations for base level. It’s done the other way,add BUGGYCODE_SUGGESTION end
274,Also setProjections?,add SPELLING_SUGGESTION end
275,Can we rename the key as well?,add SPELLING_SUGGESTION end
276,"@{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} Please put, `condition` directly instead of `selected || currentCondition`",add CODE_SUGGESTION end
277,"Please, make this argument `string` optional for onClose.",add CODE_SUGGESTION end
278,"handleChangeModel is sufficient, but not a priority",add LOGICAL_SUGGESTION end
279,isn’t '`validJoins.length'` sufficient?,add QUESTIONING end
280,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Change id,add SPELLING_SUGGESTION end
281,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Can we make 1 function for this. And put, it into that.",add REFACTORING_SUGGESTION end
282,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Can’t we put this object containing projection & condition out & will call here.  
This is looking complex.",add CODE_SUGGESTION end
283,"Are we going to use `listIndex` into whenThenRelation. Otherwise, please remove it.",add REFACTORING_SUGGESTION end
284,"Please, define all the props expecting into `WhenThenRelation`",add CODE_SUGGESTION end
285,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  Correct me If I am wrong.  
const WhenThenRelation = '('{ allParameters, whenThenProjection, parentProjection, projectionIndex, projectionLevel, whenThenIndex, selectedProjections, type, parentKey, onChange'}: WhenThenRelationProp')  
  
This component is expecting this much of props. So, Can’t we define all into type WhenThenRelationProp.",add CODE_SUGGESTION end
286,"``<AddIcon size=""small"" /> {`Add`}``",add CODE_SUGGESTION end
287,Better to make it **Apply** '(Bcoz not saving'),add SPELLING_SUGGESTION end
288,There are unnecessary changes in this file. Can you please check what wrong?,add BUGGYCODE_SUGGESTION end
289,Looks good now.,add Encouragement end
290,Shouldn’t these 2 be independent conditions?,add QUESTIONING end
291,"if we are not using event, then mark it `_event`",add CODE_SUGGESTION end
292,Use constant value,add BUGGYCODE_SUGGESTION end
293,@{5f1ea4d770fb250022a6f5c1} What if one of them is passed?,add QUESTIONING end
294,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Can’t we give it as extras.sizing.byStep'(4'),add CODE_SUGGESTION end
295,What about `Wa`?,add QUESTIONING end
296,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Why we added this?  
Please explain.",add QUESTIONING end
297,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Ok I will look into it. Please assign ticket to me.,add LOGISTICS_SUGGESTION end
298,constants file,add BUGGYCODE_SUGGESTION end
299,"Instead of hard deleting, can we do it in immutable way?",add CODE_SUGGESTION end
300,"@{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} Okay, that will also work",add Encouragement end
301,"You can directly send selectedProjections, no need to spread it again, it’s already an array",add CODE_SUGGESTION end
302,"Let’s try to put the `selectedDimensions `ahead of `newSelected` , in that way… dimensions is always followed by measures, in the projections list. Please change appropriately in other places of this file '(if any')",add CODE_SUGGESTION end
303,Why the change from onChangeJoins to setModifiedJoins?,add QUESTIONING end
304,Please rename the function. It is not clear what you are validating by key?,add SPELLING_SUGGESTION end
305,"This is in-efficient. Please use `hasDuplicates` function, which is an optimized way to find whether there is any duplicates or not.",add BUGGYCODE_SUGGESTION end
306,"@{5f1ea4d770fb250022a6f5c1} you can map it, and then send it right?",add QUESTIONING end
307,make id `subquery-data-view-failure`,add CODE_SUGGESTION end
308,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  Please make it same as the “No data found page”. Or, you can use blankSection component also.",add CODE_SUGGESTION end
309,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Confused for this filtering → Please explain.,add QUESTIONING end
310,Remove this loading console & keep the following console of tables,add CODE_SUGGESTION end
