commentText	commentClassification
 styledtablecell 	code suggestion
 e a b fe a c ad c please look into your change request .	completeness suggestion
please don t do this . front end shouldn t be handling the splitting and parsing of join keys projection . find another way for this or let s discuss it	buggycode suggestion
 f ea d fb a f c b e e c c bb f we are developing an api from backend where pass a list of fields containing projectionkey tablealias and alias . . and it ll return the relevant tables and columns for us to choose . this api is in progress and will be available soon	reuse suggestion
i didn t understand it . please connect and explain . i think we already have similar query already .	questioning
 e a b fe a c ad c if we don t want this please remove .	refactoring suggestion
 e a b fe a c ad c can we document with comments ?	documentation suggestion
 e a b fe a c ad c seen this i .e . default base table object in more than one places . can we make function constant ? 	buggycode suggestion
 onchangebasetabledialog setopen point down onbasetableedit setopen 	code suggestion
 e a b fe a c ad c don t we need this ? i remember there was an issue few days back .	buggycode suggestion
please change this . onedit ontableedit onbasetableedit	spelling suggestion
 e a b fe a c ad c what was the reason behind removing this slice ?	questioning
 e a b fe a c ad c whenever changing the join table of a join card the tablestodisplay list should not update at the same moment after adding a join card or removing a joincard tablestodisplay should update . because of the removal of this slice impacting this flow after choosing the join table at the same time the list also updating which is not correct .	buggycode suggestion
